session_id,therapist_id,session_date,channel,page_views
s_000416,t_0020,2024-03-28,social,5
s_000417,t_0020,2024-03-16,social,5
s_000418,t_0020,2024-05-06,social,3
s_000419,t_0020,2024-04-03,social,5
s_000420,t_0020,2024-05-03,social,4
s_000421,t_0020,2024-03-24,social,6
s_000422,t_0020,2024-03-30,social,3
s_000423,t_0020,2024-03-18,social,4
s_000424,t_0020,2024-04-30,social,2
s_000425,t_0020,2024-04-29,social,3
s_000426,t_0020,2024-05-08,social,2
s_000427,t_0020,2024-04-08,social,6
s_000428,t_0021,2024-05-09,partner,6
s_000429,t_0021,2024-05-15,partner,7
s_000430,t_0021,2024-03-28,partner,4
s_000431,t_0021,2024-04-09,partner,6
s_000432,t_0021,2024-05-04,partner,7
s_000433,t_0021,2024-04-07,partner,5
s_000434,t_0021,2024-03-28,partner,3
s_000435,t_0021,2024-05-10,partner,7
s_000436,t_0021,2024-05-01,partner,4
s_000437,t_0021,2024-04-01,partner,3
s_000438,t_0022,2024-08-09,organic,7
s_000439,t_0022,2024-07-23,organic,3
s_000440,t_0022,2024-08-04,organic,3
s_000441,t_0022,2024-08-28,organic,7
s_000442,t_0022,2024-09-09,organic,3
s_000443,t_0022,2024-08-06,organic,6
s_000444,t_0022,2024-09-10,organic,3
s_000445,t_0022,2024-07-22,organic,7
s_000446,t_0022,2024-09-03,organic,5
s_000447,t_0022,2024-07-17,organic,7
s_000448,t_0022,2024-09-02,organic,5
s_000449,t_0022,2024-08-25,organic,4
s_000450,t_0022,2024-08-05,organic,4
s_000451,t_0022,2024-07-28,organic,5
s_000452,t_0022,2024-08-02,organic,7
s_000453,t_0022,2024-08-05,organic,6
s_000454,t_0022,2024-08-27,organic,3
s_000455,t_0022,2024-08-02,organic,4
s_000456,t_0022,2024-07-26,organic,5
s_000457,t_0022,2024-07-23,organic,3
s_000458,t_0022,2024-08-24,organic,7
s_000459,t_0022,2024-08-17,organic,3
s_000460,t_0022,2024-07-29,organic,7
s_000461,t_0022,2024-08-07,organic,7
s_000462,t_0023,2024-10-27,paid_search,3
s_000463,t_0023,2024-12-09,paid_search,4
s_000464,t_0023,2024-11-15,paid_search,3
s_000465,t_0023,2024-10-20,paid_search,2
s_000466,t_0023,2024-10-29,paid_search,6
s_000467,t_0023,2024-12-06,paid_search,4
s_000468,t_0023,2024-11-13,paid_search,5
s_000469,t_0023,2024-10-13,paid_search,3
s_000470,t_0023,2024-10-11,paid_search,5
s_000471,t_0023,2024-12-06,paid_search,2
s_000472,t_0023,2024-10-16,paid_search,5
s_000473,t_0023,2024-10-13,paid_search,2
s_000474,t_0023,2024-11-06,paid_search,5
s_000475,t_0023,2024-10-21,paid_search,6
s_000476,t_0023,2024-12-06,paid_search,6
s_000477,t_0023,2024-11-19,paid_search,5
s_000478,t_0023,2024-11-18,paid_search,4
s_000479,t_0023,2024-10-29,paid_search,4
s_000480,t_0023,2024-12-01,paid_search,3
s_000481,t_0023,2024-11-24,paid_search,6
s_000482,t_0024,2024-11-29,referral,6
s_000483,t_0024,2024-11-06,referral,4
s_000484,t_0024,2024-10-06,referral,6
s_000485,t_0024,2024-10-07,referral,6
s_000486,t_0024,2024-10-20,referral,6
s_000487,t_0024,2024-10-31,referral,4
s_000488,t_0024,2024-11-30,referral,4
s_000489,t_0024,2024-10-10,referral,7
s_000490,t_0024,2024-10-17,referral,5
s_000491,t_0024,2024-10-26,referral,4
s_000492,t_0024,2024-11-14,referral,5
s_000493,t_0024,2024-11-20,referral,5
s_000494,t_0025,2024-09-10,paid_search,2
s_000495,t_0025,2024-08-14,paid_search,5
s_000496,t_0025,2024-08-17,paid_search,4
s_000497,t_0025,2024-09-09,paid_search,5
s_000498,t_0025,2024-10-03,paid_search,3
s_000499,t_0025,2024-08-28,paid_search,4
s_000500,t_0025,2024-09-17,paid_search,6
s_000501,t_0025,2024-08-18,paid_search,6
s_000502,t_0025,2024-08-16,paid_search,5
s_000503,t_0025,2024-10-01,paid_search,2
s_000504,t_0025,2024-08-30,paid_search,6
s_000505,t_0025,2024-09-20,paid_search,2
s_000506,t_0025,2024-09-29,paid_search,4
s_000507,t_0025,2024-09-13,paid_search,5
s_000508,t_0025,2024-09-04,paid_search,6
s_000509,t_0025,2024-09-05,paid_search,3
s_000510,t_0025,2024-09-18,paid_search,3
s_000511,t_0025,2024-09-14,paid_search,3
s_000512,t_0025,2024-09-09,paid_search,5
s_000513,t_0025,2024-08-14,paid_search,4
s_000514,t_0025,2024-08-23,paid_search,6
s_000515,t_0025,2024-09-06,paid_search,5
s_000516,t_0025,2024-09-15,paid_search,4
s_000517,t_0025,2024-09-13,paid_search,3
s_000518,t_0026,2024-05-13,social,2
s_000519,t_0026,2024-05-18,social,6
s_000520,t_0026,2024-05-24,social,5
s_000521,t_0026,2024-04-08,social,6
s_000522,t_0026,2024-05-09,social,5
s_000523,t_0026,2024-04-21,social,6
s_000524,t_0026,2024-04-07,social,5
s_000525,t_0026,2024-04-12,social,4
s_000526,t_0026,2024-04-26,social,2
s_000527,t_0026,2024-05-09,social,2
s_000528,t_0026,2024-05-14,social,6
s_000529,t_0026,2024-05-20,social,5
s_000530,t_0026,2024-04-21,social,5
s_000531,t_0026,2024-05-12,social,2
s_000532,t_0026,2024-04-06,social,3
s_000533,t_0027,2024-11-11,partner,7
s_000534,t_0027,2024-11-12,partner,3
s_000535,t_0027,2024-11-03,partner,4
s_000536,t_0027,2024-10-28,partner,4
s_000537,t_0027,2024-10-14,partner,7
s_000538,t_0027,2024-10-04,partner,6
s_000539,t_0027,2024-10-25,partner,7
s_000540,t_0027,2024-10-14,partner,4
s_000541,t_0027,2024-09-29,partner,5
s_000542,t_0027,2024-10-05,partner,7
s_000543,t_0027,2024-11-05,partner,5
s_000544,t_0027,2024-11-13,partner,6
s_000545,t_0027,2024-10-31,partner,5
s_000546,t_0027,2024-09-21,partner,7
s_000547,t_0028,2024-11-06,organic,7
s_000548,t_0028,2024-10-23,organic,4
s_000549,t_0028,2024-11-21,organic,5
s_000550,t_0028,2024-10-01,organic,5
s_000551,t_0028,2024-11-24,organic,7
s_000552,t_0028,2024-10-01,organic,3
s_000553,t_0028,2024-11-12,organic,7
s_000554,t_0028,2024-11-19,organic,5
s_000555,t_0028,2024-10-05,organic,5
s_000556,t_0028,2024-11-22,organic,3
s_000557,t_0029,2024-07-31,paid_search,6
s_000558,t_0029,2024-07-29,paid_search,4
s_000559,t_0029,2024-08-18,paid_search,5
s_000560,t_0029,2024-07-29,paid_search,5
s_000561,t_0029,2024-07-31,paid_search,6
s_000562,t_0029,2024-07-17,paid_search,3
s_000563,t_0029,2024-08-03,paid_search,3
s_000564,t_0029,2024-07-16,paid_search,6
s_000565,t_0029,2024-07-28,paid_search,4
s_000566,t_0029,2024-08-26,paid_search,5
s_000567,t_0029,2024-07-13,paid_search,4
s_000568,t_0029,2024-08-28,paid_search,3
s_000569,t_0029,2024-07-12,paid_search,2
s_000570,t_0029,2024-07-08,paid_search,2
s_000571,t_0029,2024-07-13,paid_search,5
s_000572,t_0029,2024-08-15,paid_search,5
s_000573,t_0029,2024-07-12,paid_search,2
s_000574,t_0030,2024-06-13,paid_search,5
s_000575,t_0030,2024-06-27,paid_search,5
s_000576,t_0030,2024-06-29,paid_search,6
s_000577,t_0030,2024-07-01,paid_search,5
s_000578,t_0030,2024-06-11,paid_search,3
s_000579,t_0030,2024-06-01,paid_search,6
s_000580,t_0030,2024-05-30,paid_search,6
s_000581,t_0030,2024-06-24,paid_search,5
s_000582,t_0030,2024-05-27,paid_search,4
s_000583,t_0030,2024-05-17,paid_search,3
s_000584,t_0030,2024-05-30,paid_search,6
s_000585,t_0030,2024-05-03,paid_search,6
s_000586,t_0030,2024-06-03,paid_search,3
s_000587,t_0030,2024-06-17,paid_search,6
s_000588,t_0031,2024-03-02,referral,7
s_000589,t_0031,2024-03-12,referral,5
s_000590,t_0031,2024-02-07,referral,3
s_000591,t_0031,2024-03-12,referral,6
s_000592,t_0031,2024-03-21,referral,5
s_000593,t_0031,2024-02-12,referral,7
s_000594,t_0031,2024-03-06,referral,3
s_000595,t_0031,2024-02-14,referral,7
s_000596,t_0031,2024-03-30,referral,5
s_000597,t_0031,2024-03-05,referral,7
s_000598,t_0031,2024-02-10,referral,7
s_000599,t_0031,2024-04-01,referral,7
s_000600,t_0031,2024-02-10,referral,4
s_000601,t_0031,2024-03-06,referral,3
s_000602,t_0031,2024-03-19,referral,7
s_000603,t_0031,2024-03-27,referral,7
s_000604,t_0031,2024-02-24,referral,7
s_000605,t_0031,2024-02-08,referral,5
s_000606,t_0032,2024-10-19,paid_search,2
s_000607,t_0032,2024-09-30,paid_search,5
s_000608,t_0032,2024-10-02,paid_search,5
s_000609,t_0032,2024-10-06,paid_search,4
s_000610,t_0032,2024-09-26,paid_search,4
s_000611,t_0032,2024-10-21,paid_search,4
s_000612,t_0032,2024-09-18,paid_search,3
s_000613,t_0032,2024-09-02,paid_search,6
s_000614,t_0032,2024-10-17,paid_search,4
s_000615,t_0032,2024-10-16,paid_search,6
s_000616,t_0032,2024-09-16,paid_search,2
s_000617,t_0032,2024-10-10,paid_search,5
